d_date,date,delay,distance,origin,destination
2014-11-22,1122118,11,265,IAH,MSY
2014-11-22,1122105,1,122,IAH,AUS
2014-11-22,1122035,-5,948,IAH,CLE
2014-11-22,1122057,2,1170,IAH,SNA
2014-11-22,1122113,28,804,IAH,ORD
2014-11-22,1122119,61,749,IAH,DEN
2014-11-22,1122109,19,1198,IAH,LAX
2014-11-22,1122109,2,877,IAH,PHX
2014-11-22,1122005,9,1198,IAH,LAX
2014-11-22,1122121,15,1628,IAH,SEA
2014-11-22,1122003,5,166,IAH,SAT
2014-11-22,1122110,28,1061,IAH,LAS
2014-11-22,1122111,18,166,IAH,SAT
2014-11-22,1122107,1,1038,IAH,SLC
2014-11-22,1122105,2,1421,IAH,SFO
2014-11-22,1122107,17,1132,IAH,SAN
2014-11-22,1122018,-5,365,ICT,DEN
2014-11-22,1122022,-3,849,IND,DEN
2014-11-22,1122102,-10,188,ITO,HNL
2014-11-22,1122000,-10,188,ITO,HNL
2014-11-22,1122031,-5,188,ITO,HNL
2014-11-22,1122135,-1,2151,JFK,LAX
2014-11-22,1122000,-4,162,JFK,BOS
2014-11-22,1122128,0,1413,JFK,DEN
2014-11-22,1122005,15,643,JFK,ORD
2014-11-22,1122000,16,893,JFK,PBI
2014-11-22,1122010,24,162,JFK,BOS
2014-11-22,1122229,22,229,JFK,ROC
2014-11-22,1122040,12,2151,JFK,LAX
2014-11-22,1122135,85,1953,JFK,LAS
2014-11-22,1122135,-10,262,JFK,BUF
2014-11-22,1122055,24,1027,JFK,MSY
2014-11-22,1122015,0,2247,JFK,SFO
2014-11-22,1122054,33,1388,JFK,SJU
2014-11-22,1122036,96,929,JFK,FLL
2014-11-22,1122039,-3,2132,JFK,PDX
2014-11-22,1122040,65,1322,JFK,AUS
2014-11-22,1122000,-3,1413,JFK,DEN
2014-11-22,1122015,20,2151,JFK,LAX
2014-11-22,1122000,9,1871,JFK,PHX
2014-11-22,1122045,-6,162,JFK,BOS
2014-11-22,1122000,-1,1953,JFK,LAS
2014-11-22,1122130,0,185,JFK,DCA
2014-11-22,1122025,8,2151,JFK,LAX
2014-11-22,1122000,4,2151,JFK,LAX
2014-11-22,1122000,-8,790,JNU,SEA
2014-11-22,1122215,-5,83,JNU,SIT
2014-11-22,1122155,0,2176,KOA,LAX
2014-11-22,1122005,-4,142,KOA,HNL
2014-11-22,1122119,-6,142,KOA,HNL
2014-11-22,1122215,-2,2057,KOA,SFO
2014-11-22,1122014,11,204,KTN,JNU
2014-11-22,1122155,-10,753,LAS,SEA
2014-11-22,1122140,-14,663,LAS,PDX
2014-11-22,1122129,-8,1953,LAS,JFK
2014-11-22,1122201,-3,1953,LAS,JFK
2014-11-22,1122142,-6,225,LAS,FAT
2014-11-22,1122232,19,1935,LAS,EWR
2014-11-22,1122235,-1,1891,LAS,PHL
2014-11-22,1122015,-2,360,LAS,SFO
2014-11-22,1122050,-7,360,LAS,SFO
2014-11-22,1122130,26,336,LAS,SJC
2014-11-22,1122035,-3,225,LAS,SAN
2014-11-22,1122135,21,354,LAS,OAK
2014-11-22,1122000,8,663,LAS,PDX
2014-11-22,1122015,1,222,LAS,PHX
2014-11-22,1122140,11,171,LAS,ONT
2014-11-22,1122050,60,546,LAS,DEN
2014-11-22,1122020,1,317,LAS,TUS
2014-11-22,1122050,1,197,LAS,SNA
2014-11-22,1122000,6,753,LAS,SEA
2014-11-22,1122050,-2,300,LAS,RNO
2014-11-22,1122055,6,194,LAS,BUR
2014-11-22,1122045,-3,360,LAS,SFO
2014-11-22,1122105,-2,345,LAS,SMF
2014-11-22,1122150,20,222,LAS,PHX
2014-11-22,1122015,24,354,LAS,OAK
2014-11-22,1122125,37,205,LAS,LAX
2014-11-22,1122100,147,507,LAS,ELP
2014-11-22,1122115,15,225,LAS,SAN
2014-11-22,1122030,-1,205,LAS,LAX
2014-11-22,1122155,4,2035,LAX,MIA
2014-11-22,1122115,-4,2151,LAX,JFK
2014-11-22,1122125,-2,2269,LAX,BOS
2014-11-22,1122155,-4,1927,LAX,MCO
2014-11-22,1122020,-6,205,LAX,LAS
2014-11-22,1122000,-4,293,LAX,SFO
2014-11-22,1122000,-2,829,LAX,SEA
2014-11-22,1122130,-4,829,LAX,SEA
2014-11-22,1122035,-9,829,LAX,SEA
2014-11-22,1122030,-6,724,LAX,PDX
2014-11-22,1122215,123,2035,LAX,FLL
2014-11-22,1122054,2,2151,LAX,JFK
2014-11-22,1122000,-12,205,LAX,LAS
2014-11-22,1122155,28,1927,LAX,MCO
2014-11-22,1122130,1,2151,LAX,JFK
2014-11-22,1122200,-7,2035,LAX,MIA
2014-11-22,1122215,22,1945,LAX,RDU
2014-11-22,1122135,10,95,LAX,SAN
2014-11-22,1122110,0,749,LAX,DEN
2014-11-22,1122120,-3,268,LAX,SJC
2014-11-22,1122015,-6,650,LAX,EUG
2014-11-22,1122045,-8,231,LAX,MRY
2014-11-22,1122030,-4,324,LAX,SMF
2014-11-22,1122115,-5,322,LAX,PHX
2014-11-22,1122105,-3,77,LAX,SBA
2014-11-22,1122000,11,95,LAX,SAN
2014-11-22,1122038,-8,322,LAX,PHX
2014-11-22,1122030,12,586,LAX,BOI
2014-11-22,1122030,-3,135,LAX,SBP
2014-11-22,1122215,-3,231,LAX,MRY
2014-11-22,1122115,23,206,LAX,YUM
2014-11-22,1122013,-7,77,LAX,SBA
2014-11-22,1122228,-4,75,LAX,CLD
2014-11-22,1122033,19,205,LAX,LAS
2014-11-22,1122155,7,95,LAX,PSP
2014-11-22,1122223,2,182,LAX,FAT
2014-11-22,1122228,-2,117,LAX,SMX
2014-11-22,1122019,-7,512,LAX,SLC
2014-11-22,1122035,12,182,LAX,FAT
2014-11-22,1122227,5,2133,LAX,EWR
2014-11-22,1122225,8,293,LAX,SFO
2014-11-22,1122233,-6,205,LAX,LAS
2014-11-22,1122000,-4,293,LAX,SFO
2014-11-22,1122215,-3,2087,LAX,PHL
2014-11-22,1122150,6,1988,LAX,IAD
2014-11-22,1122210,21,2035,LAX,FLL
2014-11-22,1122005,5,205,LAX,LAS
2014-11-22,1122130,1,268,LAX,SJC
2014-11-22,1122125,11,293,LAX,SFO
2014-11-22,1122025,0,205,LAX,LAS
2014-11-22,1122115,43,268,LAX,SJC
2014-11-22,1122045,18,293,LAX,SFO
2014-11-22,1122125,11,205,LAX,LAS
2014-11-22,1122020,5,324,LAX,SMF
2014-11-22,1122010,6,293,LAX,OAK
2014-11-22,1122025,10,322,LAX,PHX
2014-11-22,1122100,57,255,LBB,DAL
2014-11-22,1122100,-8,825,LGA,MCO
2014-11-22,1122130,39,935,LGA,FLL
2014-11-22,1122000,-5,662,LGA,ATL
2014-11-22,1122000,14,436,LGA,DTW
2014-11-22,1122029,-17,364,LGA,CLE
2014-11-22,1122030,-3,753,LGA,BHM
2014-11-22,1122122,-8,254,LGA,RIC
2014-11-22,1122000,93,706,LGA,MSN
2014-11-22,1122030,-6,998,LGA,OMA
2014-11-22,1122155,3,329,LGA,BGR
2014-11-22,1122045,-12,257,LGA,ORF
2014-11-22,1122035,8,345,LGA,CAK
2014-11-22,1122040,0,374,LGA,RDU
2014-11-22,1122100,-10,473,LGA,CLT
2014-11-22,1122030,-8,662,LGA,ATL
2014-11-22,1122100,-1,664,LGA,BNA
2014-11-22,1122000,-10,637,LGA,ORD
2014-11-22,1122055,0,83,LGA,PHL
2014-11-22,1122000,0,160,LGA,BOS
2014-11-22,1122000,-4,186,LGA,DCA
2014-11-22,1122100,-18,186,LGA,DCA
2014-11-22,1122035,3,630,LGA,MDW
2014-11-22,1122100,-2,2142,LGB,JFK
2014-11-22,1122130,-3,1979,LGB,IAD
2014-11-22,1122130,8,2261,LGB,BOS
2014-11-22,1122016,137,307,LGB,OAK
2014-11-22,1122028,0,307,LGB,SFO
2014-11-22,1122155,3,2272,LIH,LAX
2014-11-22,1122018,10,89,LIH,HNL
2014-11-22,1122124,-6,89,LIH,HNL
2014-11-22,1122130,-5,2272,LIH,LAX
2014-11-22,1122005,-9,264,LIT,DFW
2014-11-22,1122012,0,193,MBS,ORD
2014-11-22,1122050,-6,352,MCI,MDW
2014-11-22,1122035,-1,167,MCO,MIA
2014-11-22,1122030,13,974,MCO,BOS
2014-11-22,1122117,4,820,MCO,JFK
2014-11-22,1122125,54,815,MCO,EWR
2014-11-22,1122010,-8,932,MCO,PVD
2014-11-22,1122159,6,1024,MCO,PSE
2014-11-22,1122055,137,844,MCO,HPN
2014-11-22,1122030,1,351,MCO,ATL
2014-11-22,1122005,-11,860,MCO,MDW
2014-11-22,1122025,16,749,MCO,PHL
2014-11-22,1122030,4,513,MDW,ATL
2014-11-22,1122030,4,728,MDW,MHT
2014-11-22,1122100,55,352,MDW,MCI
2014-11-22,1122030,6,581,MDW,PHL
2014-11-22,1122000,6,236,MDW,SDF
2014-11-22,1122030,7,349,MDW,PIT
2014-11-22,1122020,24,630,MDW,LGA
2014-11-22,1122030,73,612,MDW,ORF
2014-11-22,1122030,5,501,MDW,IAD
2014-11-22,1122110,10,418,MDW,MEM
2014-11-22,1122030,15,748,MDW,BOS
2014-11-22,1122040,9,218,MDW,STL
2014-11-22,1122035,28,623,MDW,ALB
2014-11-22,1122035,-4,343,MDW,BNA
2014-11-22,1122035,31,732,MDW,PVD
2014-11-22,1122030,12,266,MDW,CLE
2014-11-22,1122000,10,814,MDW,HOU
2014-11-22,1122030,5,407,MDW,BUF
2014-11-22,1122055,1,495,MDW,BHM
2014-11-22,1122105,4,198,MDW,DTW
2014-11-22,1122030,21,675,MDW,BDL
2014-11-22,1122030,4,549,MDW,RDU
2014-11-22,1122030,13,455,MDW,ROC
2014-11-22,1122035,3,2246,MIA,SFO
2014-11-22,1122100,39,1093,MIA,BOS
2014-11-22,1122140,-5,822,MIA,BWI
2014-11-22,1122000,18,1040,MIA,ORD
2014-11-22,1122150,54,586,MIA,MSY
2014-11-22,1122050,-3,2035,MIA,LAX
2014-11-22,1122050,-5,1038,MIA,BDL
2014-11-22,1122035,2,974,MIA,DFW
2014-11-22,1122015,26,908,MIA,SJU
2014-11-22,1122215,-1,880,MIA,PHL
2014-11-22,1122235,6,167,MIA,MCO
2014-11-22,1122045,-3,1485,MIA,DEN
2014-11-22,1122110,1,947,MIA,JFK
2014-11-22,1122100,-4,609,MIA,RDU
2014-11-22,1122020,-4,928,MIA,STL
2014-11-22,1122100,28,1040,MIA,ORD
2014-11-22,1122035,-3,953,MIA,LGA
2014-11-22,1122020,9,995,MIA,DTW
2014-11-22,1122055,15,700,MIA,BNA
2014-11-22,1122110,24,943,MIA,EWR
2014-11-22,1122110,-3,800,MIA,IAD
2014-11-22,1122225,-5,177,MIA,TPA
2014-11-22,1122145,-5,799,MIA,DCA
2014-11-22,1122220,-11,517,MIA,ATL
2014-11-22,1122125,-4,838,MIA,IAH
2014-11-22,1122105,-2,791,MIA,SDF
2014-11-22,1122150,4,574,MIA,BHM
2014-11-22,1122010,-10,860,MIA,CMH
2014-11-22,1122010,-4,109,MIA,EYW
2014-11-22,1122130,-2,565,MIA,CLT
2014-11-22,1122135,-1,697,MIA,ORF
2014-11-22,1122215,-6,291,MIA,JAX
2014-11-22,1122050,-6,460,MIA,PNS
2014-11-22,1122005,-7,880,MIA,PIT
2014-11-22,1122105,54,824,MIA,CVG
2014-11-22,1122030,-2,617,MIA,GSO
2014-11-22,1122105,-9,350,MIA,TLH
2014-11-22,1122050,-9,258,MKE,MSP
2014-11-22,1122011,-14,67,MRY,SFO
2014-11-22,1122139,-5,198,MSP,MSN
2014-11-22,1122140,-4,171,MSP,FSD
2014-11-22,1122000,-3,357,MSP,SBN
2014-11-22,1122139,12,425,MSP,RAP
2014-11-22,1122145,-9,223,MSP,ABR
2014-11-22,1122145,0,173,MSP,BJI
2014-11-22,1122000,-6,303,MSP,MDW
2014-11-22,1122114,8,2238,OAK,JFK
2014-11-22,1122050,5,283,OAK,BUR
2014-11-22,1122050,0,322,OAK,SNA
2014-11-22,1122050,3,315,OAK,ONT
2014-11-22,1122055,1,354,OAK,LAS
2014-11-22,1122050,27,293,OAK,LAX
2014-11-22,1122050,12,388,OAK,SAN
2014-11-22,1122210,-5,2294,OGG,SEA
2014-11-22,1122014,-6,87,OGG,HNL
2014-11-22,1122025,-7,87,OGG,HNL
2014-11-22,1122048,-13,87,OGG,HNL
2014-11-22,1122120,-7,87,OGG,HNL
2014-11-22,1122220,3,2032,OGG,SFO
2014-11-22,1122155,25,2160,OGG,LAX
2014-11-22,1122020,-17,468,OME,ANC
2014-11-22,1122000,-10,316,ONT,SFO
2014-11-22,1122000,33,315,ONT,OAK
2014-11-22,1122005,-5,338,ONT,SMF
2014-11-22,1122045,-5,637,ORD,LGA
2014-11-22,1122000,3,637,ORD,LGA
2014-11-22,1122025,-4,290,ORD,MSP
2014-11-22,1122015,4,1516,ORD,LAX
2014-11-22,1122155,-6,753,ORD,BOS
2014-11-22,1122030,-1,1497,ORD,SAN
2014-11-22,1122100,1,1495,ORD,SEA
2014-11-22,1122040,9,697,ORD,DFW
2014-11-22,1122125,4,1316,ORD,LAS
2014-11-22,1122100,-3,681,ORD,BDL
2014-11-22,1122010,-5,1074,ORD,ELP
2014-11-22,1122103,-7,155,ORD,LAN
2014-11-22,1122100,1,204,ORD,DTW
2014-11-22,1122138,37,151,ORD,GRB
2014-11-22,1122030,25,350,ORD,MCI
2014-11-22,1122030,38,480,ORD,LIT
2014-11-22,1122035,25,399,ORD,FOE
2014-11-22,1122124,136,281,ORD,LEX
2014-11-22,1122107,8,356,ORD,BNA
2014-11-22,1122046,0,405,ORD,LNK
2014-11-22,1122107,-2,274,ORD,CLE
2014-11-22,1122010,-5,602,ORD,OKC
2014-11-22,1122140,-3,521,ORD,CLT
2014-11-22,1122010,3,772,ORD,DEN
2014-11-22,1122040,-2,118,ORD,CMI
2014-11-22,1122015,26,151,ORD,GRB
2014-11-22,1122100,-5,185,ORD,TOL
2014-11-22,1122135,-1,427,ORD,MEM
2014-11-22,1122130,-1,274,ORD,CLE
2014-11-22,1122135,3,411,ORD,BUF
2014-11-22,1122025,27,540,ORD,BWI
2014-11-22,1122000,-3,194,ORD,FNT
2014-11-22,1122000,35,356,ORD,BNA
2014-11-22,1122045,-2,230,ORD,CVG
2014-11-22,1122120,6,804,ORD,IAH
2014-11-22,1122155,12,260,ORD,DSM
2014-11-22,1122035,-1,128,ORD,DBQ
2014-11-22,1122150,57,257,ORD,CMH
2014-11-22,1122140,-5,480,ORD,LIT
2014-11-22,1122010,-2,454,ORD,XNA
2014-11-22,1122155,-1,602,ORD,OKC
2014-11-22,1122005,39,484,ORD,FAR
2014-11-22,1122010,-8,443,ORD,HSV
2014-11-22,1122120,-5,361,ORD,OMA
2014-11-22,1122035,-3,136,ORD,FWA
2014-11-22,1122215,6,209,ORD,DAY
2014-11-22,1122105,121,511,ORD,IAD
2014-11-22,1122010,-1,402,ORD,FSD
2014-11-22,1122108,-4,139,ORD,ATW
2014-11-22,1122100,-5,58,ORD,MKE
2014-11-22,1122100,36,345,ORD,DLH
2014-11-22,1122122,-4,312,ORD,CMX
2014-11-22,1122103,4,298,ORD,PAH
2014-11-22,1122126,-5,151,ORD,SPI
2014-11-22,1122127,1,233,ORD,EAU
2014-11-22,1122051,-3,792,ORD,COS
2014-11-22,1122018,-2,1086,ORD,SLC
2014-11-22,1122110,3,209,ORD,DAY
2014-11-22,1122015,-4,509,ORD,TUL
2014-11-22,1122124,-6,290,ORD,MSP
2014-11-22,1122018,3,1604,ORD,SFO
2014-11-22,1122105,-1,625,ORD,EWR
2014-11-22,1122030,-1,1511,ORD,PDX
2014-11-22,1122104,10,804,ORD,IAH
2014-11-22,1122029,0,772,ORD,DEN
2014-11-22,1122051,6,361,ORD,OMA
2014-11-22,1122105,-3,753,ORD,BOS
2014-11-22,1122045,67,260,ORD,DSM
2014-11-22,1122003,7,1516,ORD,LAX
2014-11-22,1122003,5,804,ORD,IAH
2014-11-22,1122020,37,1040,PBI,BOS
2014-11-22,1122010,123,893,PBI,JFK
2014-11-22,1122225,12,1340,PDX,ANC
2014-11-22,1122045,-5,810,PDX,SAN
2014-11-22,1122123,10,2132,PDX,JFK
2014-11-22,1122225,11,92,PDX,EUG
2014-11-22,1122230,6,209,PDX,LMT
2014-11-22,1122225,0,101,PDX,RDM
2014-11-22,1122000,-2,478,PDX,SFO
2014-11-22,1122225,-7,1983,PDX,CLT
2014-11-22,1122030,25,494,PDX,SJC
2014-11-22,1122030,-14,243,PHL,BOS
2014-11-22,1122038,-4,1891,PHL,LAS
2014-11-22,1122115,-5,243,PHL,BOS
2014-11-22,1122039,-4,1132,PHL,DFW
2014-11-22,1122035,0,2191,PHL,SFO
2014-11-22,1122035,-6,589,PHL,ORD
2014-11-22,1122115,19,83,PHL,LGA
2014-11-22,1122040,-5,749,PHL,MCO
2014-11-22,1122038,-7,390,PHL,CLT
2014-11-22,1122015,19,243,PHL,BOS
2014-11-22,1122030,-3,233,PHL,PIT
2014-11-22,1122020,-3,78,PHL,BWI
2014-11-22,1122032,-2,170,PHL,BDL
2014-11-22,1122105,-9,291,PHL,BTV
2014-11-22,1122050,-9,206,PHL,PVD
2014-11-22,1122035,-9,863,PHL,RSW
2014-11-22,1122100,-2,394,PHL,DTW
2014-11-22,1122025,38,2087,PHL,LAX
2014-11-22,1122035,70,83,PHL,LGA
2014-11-22,1122030,4,293,PHL,RDU
2014-11-22,1122025,32,581,PHL,MDW
2014-11-22,1122215,9,1999,PHX,BOS
2014-11-22,1122100,-8,520,PHX,MRY
2014-11-22,1122057,-3,104,PHX,FLG
2014-11-22,1122055,-5,429,PHX,FAT
2014-11-22,1122055,-5,226,PHX,PSP
2014-11-22,1122102,-7,370,PHX,BFL
2014-11-22,1122108,-9,322,PHX,LAX
2014-11-22,1122115,17,222,PHX,LAS
2014-11-22,1122105,9,639,PHX,BOI
2014-11-22,1122110,-1,441,PHX,SLC
2014-11-22,1122104,4,887,PHX,GEG
2014-11-22,1122100,13,562,PHX,SMF
2014-11-22,1122110,-2,522,PHX,RNO
2014-11-22,1122100,-3,264,PHX,SAN
2014-11-22,1122115,12,540,PHX,SJC
2014-11-22,1122115,-2,962,PHX,SEA
2014-11-22,1122105,-1,561,PHX,OAK
2014-11-22,1122110,77,294,PHX,SNA
2014-11-22,1122055,4,282,PHX,ONT
2014-11-22,1122110,-5,308,PHX,LGB
2014-11-22,1122115,0,877,PHX,PDX
2014-11-22,1122115,-4,566,PHX,SFO
2014-11-22,1122124,30,322,PHX,LAX
2014-11-22,1122100,27,222,PHX,LAS
2014-11-22,1122015,-2,566,PHX,SFO
2014-11-22,1122035,13,561,PHX,OAK
2014-11-22,1122130,5,264,PHX,SAN
2014-11-22,1122005,25,522,PHX,RNO
2014-11-22,1122115,3,523,PHX,DEN
2014-11-22,1122015,19,294,PHX,SNA
2014-11-22,1122020,-2,540,PHX,SJC
2014-11-22,1122025,2,264,PHX,SAN
2014-11-22,1122020,10,441,PHX,SLC
2014-11-22,1122020,22,282,PHX,ONT
2014-11-22,1122020,2,562,PHX,SMF
2014-11-22,1122020,9,322,PHX,LAX
2014-11-22,1122035,-13,173,RDD,SFO
